Jour, Heure, Production fatal, Demande, Thermique restant,Iconuc-1,Iconuc-2,Tabarnuc-1,Tabarnuc-2,NucPlusUltra-1,NucPlusUltra-2, Gazby-1, Pégaz-1, Pégaz-2, Samagaz-1, Omaïgaz-1, Omaïgaz-2, Gastafiore-1,Igaznodon-1,Igaznodon-2,Cogen-1,Cogen-2,Cogen-3,Coron-1,Coron-2,Mockingjay-1,Lantier-1,Tacotac-1,TicEtTac-1,Hydro, STEP pompage, STEP turbinage,Demande en CH4,Methanisation,Imports GNL,Pyrogazeification,Stock Gaz,Stock Gaz in, Stock Gaz out, P Uns Gaz, P Exc Gaz
""
2020-07-04, 00:00:00,2961, 7763, 4802,0.0, 900.0, 900.0, 900.0, 0.0, 552.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 350.0,0.0, 1200.0,4019.06034585664, 0.0, 0.0, 0.0, 1.198e7,0.0,4019.06034585664,0.0,0.0
2020-07-04, 01:00:00,2486, 7288, 4802,350.0, 900.0, 550.0, 900.0, 0.0, 902.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0, 1200.0,4162.59821535152, 0.0, 0.0, 0.0, 1.197583740178465e7,0.0,4162.59821535152,0.0,0.0
2020-07-04, 02:00:00,2111, 6913, 4802,700.0, 550.0, 900.0, 900.0, 0.0, 950.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0, 802.0,4449.67395434128, 0.0, 0.0, 0.0, 1.1971387727830308e7,0.0,4449.67395434128,0.0,0.0
2020-07-04, 03:00:00,1684, 6486, 4802,452.0, 300.0, 900.0, 650.0, 0.0, 1300.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0, 1200.0,4880.28756282592, 0.0, 0.0, 0.0, 1.196650744026748e7,0.0,4880.28756282592,0.0,0.0
2020-07-04, 04:00:00,1482, 6284, 4802,802.0, 650.0, 900.0, 300.0, 0.0, 950.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0, 1200.0,5454.43904080544, 0.0, 0.0, 0.0, 1.1961053001226675e7,0.0,5454.43904080544,0.0,0.0
2020-07-04, 05:00:00,1478, 6281, 4803,452.0, 550.0, 550.0, 650.0, 0.0, 1300.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 101.0,0.0, 1200.0,6889.81773575424, 0.0, 0.0, 0.0, 1.195416318349092e7,0.0,6889.81773575424,0.0,0.0
2020-07-04, 06:00:00,1603, 6405, 4802,300.0, 900.0, 900.0, 300.0, 0.0, 950.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 252.0,0.0, 1200.0,9904.112995146721, 0.0, 0.0, 0.0, 1.1944259070495775e7,0.0,9904.112995146721,0.0,0.0
2020-07-04, 07:00:00,1940, 6742, 4802,550.0, 550.0, 900.0, 650.0, 0.0, 1300.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0, 852.0,9617.03725615696, 0.0, 0.0, 0.0, 1.1934642033239618e7,0.0,9617.03725615696,0.0,0.0
2020-07-04, 08:00:00,2507, 7309, 4802,900.0, 900.0, 900.0, 900.0, 0.0, 950.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0, 252.0,9473.49938666208, 0.0, 0.0, 0.0, 1.1925168533852955e7,0.0,9473.49938666208,0.0,0.0
2020-07-04, 09:00:00,3012, 7814, 4802,900.0, 550.0, 900.0, 550.0, 0.0, 600.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 102.0,0.0, 1200.0,8612.2721696928, 0.0, 0.0, 0.0, 1.1916556261683261e7,0.0,8612.2721696928,0.0,0.0
2020-07-04, 10:00:00,3219, 8021, 4802,650.0, 900.0, 900.0, 452.0, 0.0, 700.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0, 1200.0,7607.507083228639, 0.0, 0.0, 0.0, 1.1908948754600033e7,0.0,7607.507083228639,0.0,0.0
2020-07-04, 11:00:00,3427, 8229, 4802,300.0, 550.0, 900.0, 802.0, 0.0, 350.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 700.0,0.0, 1200.0,6746.27986625936, 0.0, 0.0, 0.0, 1.1902202474733774e7,0.0,6746.27986625936,0.0,0.0
2020-07-04, 12:00:00,3743, 8545, 4802,550.0, 900.0, 550.0, 452.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1150.0,0.0, 1200.0,5741.5147797952, 0.0, 0.0, 0.0, 1.1896460959953979e7,0.0,5741.5147797952,0.0,0.0
2020-07-04, 13:00:00,3406, 8208, 4802,900.0, 900.0, 700.0, 802.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 300.0,0.0, 1200.0,5310.901171310559, 0.0, 0.0, 0.0, 1.1891150058782669e7,0.0,5310.901171310559,0.0,0.0
2020-07-04, 14:00:00,3179, 7981, 4802,900.0, 900.0, 350.0, 900.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 552.0,0.0, 1200.0,4736.74969333104, 0.0, 0.0, 0.0, 1.1886413309089338e7,0.0,4736.74969333104,0.0,0.0
2020-07-04, 15:00:00,2910, 7712, 4802,550.0, 900.0, 0.0, 550.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1602.0,0.0, 1200.0,4593.21182383616, 0.0, 0.0, 0.0, 1.1881820097265502e7,0.0,4593.21182383616,0.0,0.0
2020-07-04, 16:00:00,2736, 7538, 4802,900.0, 900.0, 0.0, 900.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 902.0,0.0, 1200.0,5167.36330181568, 0.0, 0.0, 0.0, 1.1876652733963687e7,0.0,5167.36330181568,0.0,0.0
2020-07-04, 17:00:00,2728, 7530, 4802,900.0, 550.0, 0.0, 900.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1252.0,0.0, 1200.0,5597.97691030032, 0.0, 0.0, 0.0, 1.1871054757053386e7,0.0,5597.97691030032,0.0,0.0
2020-07-04, 18:00:00,2953, 7755, 4802,900.0, 900.0, 0.0, 900.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 902.0,0.0, 1200.0,5885.05264929008, 0.0, 0.0, 0.0, 1.1865169704404097e7,0.0,5885.05264929008,0.0,0.0
